parameter,value,seed,cost_usd,violation_rate,total_lateness_seconds,credit_exhaustions,throttled_vm_hours,robust_bound_evaluations,robust_bound_exceedances,bound_exceedance_rate,migrations,scheduler_runtime_seconds,maximum_vms,makespan_seconds
lateness_lambda,100,20284460,152.268750,0.000000,0.000000,4,0.051130,24363,4057,0.166523,849,1.901200,135,1362972.916403
lateness_lambda,100,20292379,147.537500,0.000000,0.000000,0,0.000000,23606,3865,0.163730,680,1.954205,124,1227041.175380
lateness_lambda,100,20300298,151.481250,0.000000,0.000000,1,0.000221,24237,3946,0.162809,703,2.259369,137,1242634.069832
lateness_lambda,100,20308217,151.775000,0.000000,0.000000,4,0.024900,24284,4000,0.164718,799,2.436537,142,1360328.349201
lateness_lambda,100,20316136,146.931250,0.000000,0.000000,2,0.023717,23509,3942,0.167680,822,1.879114,141,1252970.112804
lateness_lambda,100,20324055,152.068750,0.000000,0.000000,0,0.000000,24331,3961,0.162796,856,2.294713,147,1306738.385066
lateness_lambda,100,20331974,149.056250,0.000000,0.000000,1,0.006086,23849,3929,0.164745,815,2.638597,138,1316794.870937
lateness_lambda,100,20339893,149.912500,0.000000,0.000000,3,0.030440,23986,3980,0.165930,776,2.321948,149,1207364.114896
lateness_lambda,100,20347812,149.631250,0.000000,0.000000,1,0.001507,23941,3909,0.163276,803,1.944195,148,1253901.513095
lateness_lambda,100,20355731,152.662500,0.000000,0.000000,1,0.003435,24426,4026,0.164824,814,2.168457,139,1330258.119824
lateness_lambda,100,20363650,149.793750,0.000000,0.000000,1,0.032097,23967,3962,0.165311,760,2.201732,145,1307809.623310
lateness_lambda,100,20371569,153.193750,0.000000,0.000000,3,0.057966,24511,4027,0.164294,773,2.325067,140,1210046.476495
lateness_lambda,100,20379488,154.425000,0.000000,0.000000,1,0.008511,24708,4044,0.163672,757,3.156970,146,1264982.043709
lateness_lambda,100,20387407,151.818750,0.000000,0.000000,0,0.000000,24291,4001,0.164711,737,3.731892,138,1294764.204825
lateness_lambda,100,20395326,154.362500,0.000000,0.000000,1,0.004984,24698,4144,0.167787,804,2.569378,151,1332771.253632
lateness_lambda,100,20403245,148.781250,0.000000,0.000000,0,0.000000,23805,3886,0.163243,747,2.027996,133,1246513.517478
lateness_lambda,100,20411164,151.893750,0.000000,0.000000,1,0.015925,24303,4025,0.165617,802,2.456271,147,1323301.036639
lateness_lambda,1000,20260703,151.956250,0.000000,0.000000,1,0.000745,24313,3983,0.163822,840,1.755646,147,1253809.770501
lateness_lambda,1000,20268622,152.375000,0.000000,0.000000,4,0.101473,24380,3979,0.163208,835,2.138263,137,1323085.382602
lateness_lambda,1000,20276541,155.912500,0.000000,0.000000,0,0.000000,24946,4098,0.164275,776,2.439646,146,1354788.901899
lateness_lambda,1000,20284460,152.268750,0.000000,0.000000,4,0.051130,24363,4057,0.166523,849,20.855027,135,1362972.916403
lateness_lambda,1000,20292379,147.537500,0.000000,0.000000,0,0.000000,23606,3865,0.163730,680,9.986192,124,1227041.175380
lateness_lambda,1000,20300298,151.481250,0.000000,0.000000,1,0.000221,24237,3946,0.162809,703,6.132748,137,1242634.069832
lateness_lambda,1000,20308217,151.775000,0.000000,0.000000,4,0.024900,24284,4000,0.164718,799,6.447970,142,1360328.349201
lateness_lambda,1000,20316136,146.931250,0.000000,0.000000,2,0.023717,23509,3942,0.167680,822,4.818017,141,1252970.112804
lateness_lambda,1000,20324055,152.068750,0.000000,0.000000,0,0.000000,24331,3961,0.162796,856,7.725131,147,1306738.385066
lateness_lambda,1000,20331974,149.056250,0.000000,0.000000,1,0.006086,23849,3929,0.164745,815,6.120594,138,1316794.870937
lateness_lambda,1000,20339893,149.912500,0.000000,0.000000,3,0.030440,23986,3980,0.165930,776,7.171291,149,1207364.114896
lateness_lambda,1000,20347812,149.631250,0.000000,0.000000,1,0.001507,23941,3909,0.163276,803,5.434022,148,1253901.513095
lateness_lambda,1000,20355731,152.662500,0.000000,0.000000,1,0.003435,24426,4026,0.164824,814,5.727237,139,1330258.119824
lateness_lambda,1000,20363650,149.793750,0.000000,0.000000,1,0.032097,23967,3962,0.165311,760,7.274381,145,1307809.623310
lateness_lambda,1000,20371569,153.193750,0.000000,0.000000,3,0.057966,24511,4027,0.164294,773,6.583525,140,1210046.476495
lateness_lambda,1000,20379488,154.425000,0.000000,0.000000,1,0.008511,24708,4044,0.163672,757,5.166616,146,1264982.043709
lateness_lambda,1000,20387407,151.818750,0.000000,0.000000,0,0.000000,24291,4001,0.164711,737,1.561090,138,1294764.204825
lateness_lambda,1000,20395326,154.362500,0.000000,0.000000,1,0.004984,24698,4144,0.167787,804,1.334008,151,1332771.253632
lateness_lambda,1000,20403245,148.781250,0.000000,0.000000,0,0.000000,23805,3886,0.163243,747,1.870579,133,1246513.517478
lateness_lambda,1000,20411164,151.893750,0.000000,0.000000,1,0.015925,24303,4025,0.165617,802,1.865675,147,1323301.036639
