stress,policy,seed,cost_usd,violation_rate,total_lateness_seconds,credit_exhaustions,throttled_vm_hours,robust_bound_evaluations,robust_bound_exceedances,bound_exceedance_rate,migrations,scheduler_runtime_seconds,maximum_vms,makespan_seconds
MODERATE,"UBR-CA no migration",20363650,144.706250,0.000000,0.000000,233,82.320583,23153,4114,0.177688,0,1.709360,139,1307809.623310
MODERATE,"UBR-CA",20363650,149.793750,0.000000,0.000000,1,0.032097,23967,3962,0.165311,760,1.304443,145,1307809.623310
MODERATE,"HEFT",20371569,147.987500,0.500000,189982.940307,862,823.227511,23678,20670,0.872962,0,1.505227,54,1411046.476495
MODERATE,"KRP",20371569,164.081250,1.000000,35509911.763769,70,1737.512664,26253,24837,0.946063,0,3.631710,53,4062446.476495
MODERATE,"CCS",20371569,175.162500,1.000000,21400191.341287,85,1508.426101,28026,20169,0.719653,0,3.284160,60,3307046.476495
MODERATE,"CARS",20371569,149.950000,0.000000,0.000000,164,3.229844,23992,18019,0.751042,1727,1.229665,138,1210346.476495
MODERATE,"UBR-CA no migration",20371569,147.050000,0.000000,0.000000,246,88.319451,23528,4194,0.178256,0,1.257308,132,1210346.476495
MODERATE,"UBR-CA",20371569,153.193750,0.000000,0.000000,3,0.057966,24511,4027,0.164294,773,1.519695,140,1210046.476495
MODERATE,"HEFT",20379488,147.575000,0.500000,208518.430029,694,877.584648,23612,20767,0.879510,0,1.050559,51,1539782.043709
MODERATE,"KRP",20379488,164.937500,1.000000,34511810.010733,69,1741.013692,26390,24901,0.943577,0,3.054576,49,4043882.043709
MODERATE,"CCS",20379488,175.368750,1.000000,20595067.103758,85,1516.590030,28059,20257,0.721943,0,2.392555,56,3319982.043709
MODERATE,"CARS",20379488,153.956250,0.000000,0.000000,166,3.032087,24633,18312,0.743393,1713,1.483577,144,1265282.043709
MODERATE,"UBR-CA no migration",20379488,148.693750,0.000000,0.000000,242,88.889049,23791,4170,0.175276,0,1.282989,136,1265282.043709
MODERATE,"UBR-CA",20379488,154.425000,0.000000,0.000000,1,0.008511,24708,4044,0.163672,757,1.241376,146,1264982.043709
MODERATE,"HEFT",20387407,146.637500,0.966667,1615884.491455,363,1015.982515,23462,21159,0.901841,0,1.545518,53,1845564.204825
MODERATE,"KRP",20387407,162.550000,1.000000,33589765.473594,61,1681.121359,26008,24380,0.937404,0,2.603881,51,4039764.204825
MODERATE,"CCS",20387407,170.818750,1.000000,20480957.729121,80,1469.585135,27331,19597,0.717025,0,2.831486,57,3387564.204825
MODERATE,"CARS",20387407,146.475000,0.000000,0.000000,165,3.004992,23436,17598,0.750896,1871,1.391703,134,1295364.204825
MODERATE,"UBR-CA no migration",20387407,146.706250,0.000000,0.000000,243,90.694394,23473,4153,0.176927,0,1.386673,133,1294764.204825
MODERATE,"UBR-CA",20387407,151.818750,0.000000,0.000000,0,0.000000,24291,4001,0.164711,737,0.933654,138,1294764.204825
MODERATE,"HEFT",20395326,150.256250,1.000000,3743792.842577,215,1147.414880,24041,22022,0.916018,0,1.928972,53,2013771.253632
MODERATE,"KRP",20395326,162.268750,1.000000,32509798.109179,69,1706.592185,25963,24549,0.945538,0,3.712479,52,4013271.253632
MODERATE,"CCS",20395326,172.231250,1.000000,20192298.548596,81,1501.788030,27557,20098,0.729325,0,3.020921,57,3358071.253632
MODERATE,"CARS",20395326,152.231250,0.000000,0.000000,172,3.339189,24357,18091,0.742743,1795,1.549549,146,1332771.253632
MODERATE,"UBR-CA no migration",20395326,148.068750,0.000000,0.000000,245,92.449602,23691,4240,0.178971,0,1.432805,143,1332171.253632
MODERATE,"UBR-CA",20395326,154.362500,0.000000,0.000000,1,0.004984,24698,4144,0.167787,804,1.249090,151,1332771.253632
MODERATE,"HEFT",20403245,142.893750,0.500000,197667.703455,693,765.283423,22863,19915,0.871058,0,1.330234,52,1401313.517478
MODERATE,"KRP",20403245,160.475000,1.000000,32208034.861553,70,1684.446878,25676,24259,0.944812,0,3.595361,51,3918613.517478
MODERATE,"CCS",20403245,168.943750,1.000000,19340317.117842,84,1474.376760,27031,19693,0.728534,0,2.290754,56,3240913.517478
MODERATE,"CARS",20403245,149.093750,0.000000,0.000000,158,2.774888,23855,17845,0.748061,1682,1.711340,134,1246813.517478
MODERATE,"UBR-CA no migration",20403245,145.218750,0.000000,0.000000,236,82.914660,23235,4123,0.177448,0,1.461864,135,1246813.517478
MODERATE,"UBR-CA",20403245,148.781250,0.000000,0.000000,0,0.000000,23805,3886,0.163243,747,1.514584,133,1246513.517478
MODERATE,"HEFT",20411164,149.587500,0.866667,838935.118782,299,1003.876833,23934,21450,0.896215,0,1.847668,54,1809301.036639
MODERATE,"KRP",20411164,163.781250,1.000000,33381001.714872,68,1701.090560,26205,24637,0.940164,0,3.756370,54,4065901.036639
MODERATE,"CCS",20411164,172.362500,1.000000,21016811.898258,93,1506.318802,27578,20170,0.731380,0,2.628661,59,3421801.036639
MODERATE,"CARS",20411164,149.475000,0.000000,0.000000,173,3.280026,23916,17956,0.750794,1807,1.541165,147,1323901.036639
MODERATE,"UBR-CA no migration",20411164,146.937500,0.000000,0.000000,254,93.460097,23510,4277,0.181923,0,1.364990,140,1323301.036639
MODERATE,"UBR-CA",20411164,151.893750,0.000000,0.000000,1,0.015925,24303,4025,0.165617,802,1.558297,147,1323301.036639
HEAVY,"HEFT",20260703,169.275000,0.766667,275291.284264,245,1215.721094,27084,23315,0.860840,0,1.269998,64,1690309.770501
HEAVY,"KRP",20260703,186.937500,1.000000,20500497.039501,92,1696.395914,29910,27107,0.906286,0,3.024730,61,3458509.770501
HEAVY,"CCS",20260703,180.443750,1.000000,14717532.027908,247,1695.051252,28871,18716,0.648263,0,2.285033,70,3100309.770501
HEAVY,"CARS",20260703,171.425000,0.000000,0.000000,156,3.230048,27428,19026,0.693671,1702,1.388491,173,1253809.770501
HEAVY,"UBR-CA no migration",20260703,164.325000,0.000000,0.000000,331,101.602813,26292,3787,0.144036,0,1.289523,157,1254709.770501
HEAVY,"UBR-CA",20260703,172.568750,0.000000,0.000000,0,0.000000,27611,3796,0.137481,955,1.377397,174,1253809.770501
HEAVY,"HEFT",20268622,170.806250,0.566667,190018.100690,239,1194.090885,27329,23349,0.854367,0,1.877949,66,1749985.382602
HEAVY,"KRP",20268622,185.906250,1.000000,19644366.893019,123,1671.881962,29745,26921,0.905060,0,2.671183,65,3447985.382602
HEAVY,"CCS",20268622,179.481250,1.000000,14272848.722277,245,1697.817082,28717,18433,0.641885,0,2.160224,71,3116185.382602
HEAVY,"CARS",20268622,170.743750,0.000000,0.000000,174,4.139497,27319,19003,0.695596,1787,1.457642,159,1325185.382602
HEAVY,"UBR-CA no migration",20268622,164.450000,0.000000,0.000000,361,107.232111,26312,3770,0.143281,0,1.315559,148,1325185.382602
HEAVY,"UBR-CA",20268622,171.706250,0.000000,0.000000,3,0.033407,27473,3634,0.132275,951,1.110362,162,1324285.382602
HEAVY,"HEFT",20276541,172.718750,0.566667,158350.217930,422,1175.409950,27635,23559,0.852506,0,1.533292,70,1788288.901899
HEAVY,"KRP",20276541,189.293750,1.000000,21230773.031651,138,1762.440871,30287,27739,0.915871,0,3.178284,67,3713388.901899
HEAVY,"CCS",20276541,183.968750,1.000000,15148005.635538,246,1753.167359,29435,19295,0.655512,0,2.378259,76,3314088.901899
HEAVY,"CARS",20276541,175.256250,0.000000,0.000000,140,3.337791,28041,19522,0.696195,1700,1.248839,168,1354788.901899
HEAVY,"UBR-CA no migration",20276541,169.137500,0.000000,0.000000,367,103.791709,27062,3785,0.139864,0,1.572459,162,1357188.901899
HEAVY,"UBR-CA",20276541,175.506250,0.000000,0.000000,0,0.000000,28081,3690,0.131406,948,1.588462,171,1355388.901899
HEAVY,"HEFT",20284460,170.468750,0.500000,135926.865751,323,1094.886030,27275,22891,0.839267,0,1.630598,69,1726872.916403
HEAVY,"KRP",20284460,187.131250,1.000000,20293597.321820,89,1669.704708,29941,27004,0.901907,0,2.948735,67,3559272.916403
HEAVY,"CCS",20284460,181.575000,1.000000,14386578.238149,239,1660.091544,29052,18178,0.625706,0,2.270483,74,3178872.916403
HEAVY,"CARS",20284460,169.537500,0.000000,0.000000,138,3.263194,27126,18868,0.695569,1737,1.259086,158,1363572.916403
HEAVY,"UBR-CA no migration",20284460,164.556250,0.000000,0.000000,387,109.810902,26329,3698,0.140453,0,1.298157,153,1365072.916403
HEAVY,"UBR-CA",20284460,171.375000,0.000000,0.000000,0,0.000000,27420,3677,0.134099,994,1.590562,161,1364172.916403
HEAVY,"HEFT",20292379,167.493750,0.866667,596832.554253,193,1267.559314,26799,23377,0.872309,0,1.721395,62,1718741.175380
HEAVY,"KRP",20292379,183.837500,1.000000,20709359.801121,95,1649.676844,29414,26713,0.908173,0,2.469803,60,3469841.175380
HEAVY,"CCS",20292379,177.681250,1.000000,15170793.795833,234,1690.012364,28429,18328,0.644694,0,2.918889,65,3045641.175380
HEAVY,"CARS",20292379,168.212500,0.000000,0.000000,132,3.085554,26914,18723,0.695660,1600,1.356467,144,1228241.175380
HEAVY,"UBR-CA no migration",20292379,162.831250,0.000000,0.000000,325,95.161152,26053,3733,0.143285,0,1.405771,135,1228541.175380
HEAVY,"UBR-CA",20292379,168.243750,0.000000,0.000000,0,0.000000,26919,3566,0.132471,873,2.011961,145,1227041.175380
HEAVY,"HEFT",20300298,165.275000,1.000000,1124852.397100,220,1231.841847,26444,22923,0.866851,0,2.245815,67,1834534.069832
HEAVY,"KRP",20300298,181.943750,1.000000,19959860.086566,89,1671.616580,29111,26575,0.912885,0,3.357076,63,3435934.069832
HEAVY,"CCS",20300298,174.600000,1.000000,14517667.896424,267,1687.279412,27936,18158,0.649986,0,2.360866,70,3088234.069832
HEAVY,"CARS",20300298,166.062500,0.000000,0.000000,162,3.748885,26570,18538,0.697704,1725,1.490950,155,1242934.069832
HEAVY,"UBR-CA no migration",20300298,161.756250,0.000000,0.000000,329,90.129307,25881,3724,0.143889,0,1.277829,146,1242934.069832
HEAVY,"UBR-CA",20300298,168.656250,0.000000,0.000000,0,0.000000,26985,3528,0.130739,901,0.906853,161,1242934.069832
HEAVY,"HEFT",20308217,169.156250,0.766667,328001.755687,355,1184.399994,27065,23146,0.855200,0,1.238799,65,1872728.349201
HEAVY,"KRP",20308217,186.137500,1.000000,19986974.168895,105,1683.227477,29782,26973,0.905681,0,2.810497,62,3543428.349201
HEAVY,"CCS",20308217,178.318750,1.000000,14264958.134944,248,1694.719574,28531,18313,0.641863,0,2.904704,69,3165428.349201
HEAVY,"CARS",20308217,171.956250,0.000000,0.000000,152,3.711251,27513,19046,0.692255,1677,2.020839,166,1361228.349201
HEAVY,"UBR-CA no migration",20308217,164.900000,0.000000,0.000000,359,99.439893,26384,3833,0.145277,0,1.614149,152,1362128.349201
HEAVY,"UBR-CA",20308217,170.643750,0.000000,0.000000,1,0.003183,27303,3652,0.133758,974,1.443353,166,1360328.349201
HEAVY,"HEFT",20316136,165.018750,1.000000,3756398.125026,317,1271.771955,26403,23203,0.878802,0,1.718743,65,1948070.112804
HEAVY,"KRP",20316136,179.443750,1.000000,19000813.110330,79,1666.620590,28711,26238,0.913866,0,2.695795,63,3325370.112804
HEAVY,"CCS",20316136,173.587500,1.000000,14132668.956107,222,1667.551050,27774,18272,0.657881,0,2.751233,68,3004670.112804
HEAVY,"CARS",20316136,163.493750,0.000000,0.000000,163,3.763687,26159,18257,0.697924,1802,1.833692,160,1253570.112804
HEAVY,"UBR-CA no migration",20316136,158.893750,0.000000,0.000000,345,105.181348,25423,3684,0.144908,0,1.591764,151,1256270.112804
HEAVY,"UBR-CA",20316136,166.918750,0.000000,0.000000,0,0.000000,26707,3591,0.134459,982,1.353909,166,1252970.112804
HEAVY,"HEFT",20324055,169.650000,0.566667,182523.139678,281,1173.602193,27144,23048,0.849101,0,1.748640,66,1725238.385066
HEAVY,"KRP",20324055,186.493750,1.000000,19940789.013118,98,1668.214716,29839,26907,0.901739,0,2.263904,64,3468838.385066
HEAVY,"CCS",20324055,178.231250,1.000000,14788850.618218,215,1712.082577,28517,18357,0.643721,0,2.247415,73,3122038.385066
HEAVY,"CARS",20324055,169.262500,0.000000,0.000000,169,3.372014,27082,18742,0.692046,1952,0.981476,174,1307638.385066
HEAVY,"UBR-CA no migration",20324055,163.268750,0.000000,0.000000,357,105.346747,26123,3723,0.142518,0,0.954020,164,1309438.385066
HEAVY,"UBR-CA",20324055,171.100000,0.000000,0.000000,1,0.022094,27376,3702,0.135228,1034,1.530533,175,1306738.385066
HEAVY,"HEFT",20331974,169.212500,1.000000,7079216.799775,238,1352.520234,27074,24343,0.899128,0,2.460610,68,2253394.870937
HEAVY,"KRP",20331974,182.325000,1.000000,20542053.313001,105,1697.806524,29172,26754,0.917112,0,2.864370,65,3555994.870937
HEAVY,"CCS",20331974,177.593750,1.000000,14507171.162577,260,1699.310379,28415,18378,0.646771,0,2.475482,72,3137194.870937
HEAVY,"CARS",20331974,167.562500,0.000000,0.000000,145,3.667165,26810,18658,0.695934,1688,1.427739,158,1317094.870937
HEAVY,"UBR-CA no migration",20331974,163.450000,0.000000,0.000000,330,95.416744,26152,3727,0.142513,0,1.019080,153,1318294.870937
HEAVY,"UBR-CA",20331974,167.706250,0.000000,0.000000,0,0.000000,26833,3575,0.133231,969,1.156934,164,1317394.870937
HEAVY,"HEFT",20339893,167.981250,1.000000,973965.972159,284,1257.714016,26877,23448,0.872419,0,1.320845,68,1763264.114896
HEAVY,"KRP",20339893,185.725000,1.000000,20613819.014462,104,1718.682911,29716,27111,0.912337,0,2.155856,66,3449264.114896
HEAVY,"CCS",20339893,179.268750,1.000000,13959878.466389,243,1689.344595,28683,18557,0.646969,0,2.588377,74,2963264.114896
HEAVY,"CARS",20339893,169.712500,0.000000,0.000000,170,4.137217,27154,18897,0.695920,1809,0.968077,172,1208864.114896
HEAVY,"UBR-CA no migration",20339893,161.387500,0.000000,0.000000,347,100.437687,25822,3742,0.144915,0,1.249566,157,1207964.114896
HEAVY,"UBR-CA",20339893,169.725000,0.000000,0.000000,0,0.000000,27156,3671,0.135182,985,1.295262,178,1207964.114896
HEAVY,"HEFT",20347812,165.012500,0.500000,161220.173455,387,1106.430291,26402,22433,0.849670,0,1.635278,65,1624401.513095
HEAVY,"KRP",20347812,178.743750,1.000000,18692178.382706,99,1656.307131,28599,26266,0.918424,0,2.554051,64,3300501.513095
HEAVY,"CCS",20347812,174.312500,1.000000,13809946.358087,229,1678.415879,27890,18322,0.656938,0,2.145255,71,2942134.703511
HEAVY,"CARS",20347812,167.162500,0.000000,0.000000,155,3.519808,26746,18631,0.696590,1759,1.762773,167,1254501.513095
HEAVY,"UBR-CA no migration",20347812,159.562500,0.000000,0.000000,328,96.613507,25530,3600,0.141011,0,1.394840,153,1253901.513095
HEAVY,"UBR-CA",20347812,168.381250,0.000000,0.000000,1,0.000418,26941,3562,0.132215,916,1.047268,171,1254201.513095
HEAVY,"HEFT",20355731,170.912500,0.600000,191609.580905,262,1229.091024,27346,23528,0.860382,0,1.471576,66,1777258.119824
HEAVY,"KRP",20355731,187.087500,1.000000,19964687.724760,84,1672.399175,29934,27054,0.903788,0,3.255673,63,3496858.119824
HEAVY,"CCS",20355731,179.725000,1.000000,14390294.301691,265,1710.313840,28756,18280,0.635693,0,2.581341,72,3140158.119824
HEAVY,"CARS",20355731,174.050000,0.000000,0.000000,141,3.486644,27848,19130,0.686943,1703,1.068316,163,1330858.119824
HEAVY,"UBR-CA no migration",20355731,166.500000,0.000000,0.000000,340,99.988923,26640,3807,0.142905,0,1.493237,147,1332958.119824
HEAVY,"UBR-CA",20355731,174.031250,0.000000,0.000000,0,0.000000,27845,3621,0.130041,924,1.504535,162,1330558.119824
HEAVY,"HEFT",20363650,165.956250,0.500000,182061.010167,398,1143.496360,26553,22664,0.853538,0,1.671183,64,1734109.623310
HEAVY,"KRP",20363650,181.437500,1.000000,19502707.873572,95,1691.601862,29030,26612,0.916707,0,3.559251,62,3492793.563635
HEAVY,"CCS",20363650,176.556250,1.000000,13935716.468443,253,1689.989142,28249,18436,0.652625,0,2.344509,68,3107809.623310
HEAVY,"CARS",20363650,167.425000,0.000000,0.000000,154,3.448803,26788,18695,0.697887,1755,1.629428,168,1309009.623310
HEAVY,"UBR-CA no migration",20363650,161.631250,0.000000,0.000000,342,92.621489,25861,3693,0.142802,0,1.566872,155,1308409.623310
HEAVY,"UBR-CA",20363650,169.325000,0.000000,0.000000,1,0.000056,27092,3679,0.135797,953,1.389850,171,1308709.623310
HEAVY,"HEFT",20371569,170.668750,0.566667,161300.742287,228,1179.068078,27307,23331,0.854396,0,1.242158,68,1611146.476495
HEAVY,"KRP",20371569,192.487500,1.000000,21057106.483030,110,1690.596720,30798,27594,0.895967,0,3.157673,68,3423446.476495
HEAVY,"CCS",20371569,180.100000,1.000000,15241241.131012,251,1724.867893,28816,18813,0.652866,0,2.351785,74,3070424.275881
HEAVY,"CARS",20371569,170.875000,0.000000,0.000000,152,3.349387,27340,19183,0.701646,1705,1.338341,160,1210346.476495
HEAVY,"UBR-CA no migration",20371569,166.468750,0.000000,0.000000,320,93.121085,26635,3821,0.143458,0,1.327284,151,1211846.476495
HEAVY,"UBR-CA",20371569,172.012500,0.000000,0.000000,0,0.000000,27522,3715,0.134983,919,1.279050,166,1210046.476495
HEAVY,"HEFT",20379488,171.718750,0.633333,222469.549022,357,1206.507245,27475,23527,0.856306,0,1.537279,63,1683182.043709
HEAVY,"KRP",20379488,191.143750,1.000000,21282923.866918,88,1734.347961,30583,27649,0.904064,0,3.373164,61,3568382.043709
HEAVY,"CCS",20379488,181.537500,1.000000,14432426.133416,289,1717.964265,29046,18731,0.644874,0,2.809611,69,3053282.043709
HEAVY,"CARS",20379488,174.037500,0.000000,0.000000,143,3.044817,27846,19302,0.693170,1679,1.611141,166,1264682.043709
HEAVY,"UBR-CA no migration",20379488,166.987500,0.000000,0.000000,331,91.786347,26718,3835,0.143536,0,1.154536,156,1267682.043709
HEAVY,"UBR-CA",20379488,176.831250,0.000000,0.000000,0,0.000000,28293,3680,0.130068,855,1.843051,171,1264682.043709
HEAVY,"HEFT",20387407,168.662500,0.900000,788225.847923,199,1238.454310,26986,23394,0.866894,0,1.679160,66,1812864.204825
HEAVY,"KRP",20387407,187.206250,1.000000,20184637.006195,111,1661.455109,29953,26961,0.900110,0,7.692060,65,3533664.204825
HEAVY,"CCS",20387407,179.081250,1.000000,14516789.692079,287,1675.877711,28653,18175,0.634314,0,5.764219,71,3115764.204825
HEAVY,"CARS",20387407,169.975000,0.000000,0.000000,147,3.305577,27196,18817,0.691903,1612,2.676333,162,1295664.204825
HEAVY,"UBR-CA no migration",20387407,163.712500,0.000000,0.000000,333,99.871964,26194,3668,0.140032,0,2.211740,149,1295664.204825
HEAVY,"UBR-CA",20387407,169.100000,0.000000,0.000000,2,0.023896,27056,3653,0.135016,901,1.969762,164,1294164.204825
HEAVY,"HEFT",20395326,170.287500,0.633333,220962.939240,276,1200.430188,27246,23455,0.860860,0,1.864974,67,1751271.253632
HEAVY,"KRP",20395326,185.543750,1.000000,20229015.029320,85,1708.648442,29687,27143,0.914306,0,3.372559,65,3551571.253632
HEAVY,"CCS",20395326,179.956250,1.000000,14312490.518247,211,1703.332684,28793,18597,0.645886,0,3.199709,71,3082071.253632
HEAVY,"CARS",20395326,172.462500,0.000000,0.000000,150,3.958172,27594,19173,0.694825,1728,1.589008,175,1334571.253632
HEAVY,"UBR-CA no migration",20395326,164.206250,0.000000,0.000000,361,107.786340,26273,3802,0.144711,0,1.588661,161,1335471.253632
HEAVY,"UBR-CA",20395326,172.825000,0.000000,0.000000,1,0.001573,27652,3734,0.135035,941,1.395300,181,1332771.253632
HEAVY,"HEFT",20403245,168.493750,0.500000,151941.920169,327,1095.961717,26959,22798,0.845655,0,1.868618,64,1613113.517478
HEAVY,"KRP",20403245,185.393750,1.000000,20003802.075994,101,1685.031708,29663,26924,0.907663,0,4.175577,63,3459613.517478
HEAVY,"CCS",20403245,176.200000,1.000000,14830952.237043,235,1714.405824,28192,18453,0.654547,0,5.892181,68,3106813.517478
HEAVY,"CARS",20403245,167.806250,0.000000,0.000000,142,3.331358,26849,18665,0.695184,1673,3.335311,154,1248013.517478
HEAVY,"UBR-CA no migration",20403245,161.500000,0.000000,0.000000,329,94.306538,25840,3603,0.139435,0,1.769458,148,1250713.517478
HEAVY,"UBR-CA",20403245,168.750000,0.000000,0.000000,1,0.006801,27000,3597,0.133222,891,1.921844,159,1247113.517478
HEAVY,"HEFT",20411164,170.437500,0.566667,179349.932849,288,1188.018963,27270,23386,0.857572,0,2.304618,68,1743901.036639
HEAVY,"KRP",20411164,190.212500,1.000000,21669625.635715,103,1705.588825,30434,27399,0.900276,0,3.258630,67,3605101.036639
HEAVY,"CCS",20411164,180.337500,1.000000,14375933.925132,225,1687.448595,28854,18324,0.635059,0,3.403392,74,3136201.036639
HEAVY,"CARS",20411164,171.068750,0.000000,0.000000,166,3.861501,27371,19077,0.696979,1855,2.421475,174,1324801.036639
HEAVY,"UBR-CA no migration",20411164,164.387500,0.000000,0.000000,374,106.446350,26302,3772,0.143411,0,2.060457,153,1325101.036639
HEAVY,"UBR-CA",20411164,172.537500,0.000000,0.000000,0,0.000000,27606,3750,0.135840,1008,2.410624,172,1323601.036639
