policy,seed,time_seconds,time_hours,minimum,mean,maximum
"UBR-CA",20260703,196800.000000,54.666667,151.839180,154.257996,158.768143
"UBR-CA",20260703,197100.000000,54.750000,152.599492,152.909566,153.284290
"UBR-CA",20260703,197400.000000,54.833333,145.475176,149.406637,154.009437
"UBR-CA",20260703,197700.000000,54.916667,141.826540,145.652567,151.494328
"UBR-CA",20260703,198000.000000,55.000000,139.957733,142.412942,147.204216
"UBR-CA",20260703,198300.000000,55.083333,135.517834,137.984738,141.920111
"UBR-CA",20260703,198600.000000,55.166667,131.842161,133.876324,137.651433
"UBR-CA",20260703,198900.000000,55.250000,128.638055,131.757806,134.394438
"UBR-CA",20260703,199200.000000,55.333333,125.122575,128.419497,130.503122
"UBR-CA",20260703,199500.000000,55.416667,126.182668,126.460337,126.613497
"UBR-CA",20260703,199800.000000,55.500000,120.998473,123.837011,126.939376
"UBR-CA",20260703,200100.000000,55.583333,114.772856,120.752349,126.549811
"UBR-CA",20260703,200400.000000,55.666667,112.988731,116.956728,121.385775
"UBR-CA",20260703,200700.000000,55.750000,111.207934,113.826861,117.087183
"UBR-CA",20260703,201000.000000,55.833333,110.357506,114.525544,120.374983
"UBR-CA",20260703,201300.000000,55.916667,105.546320,114.458417,122.247611
"UBR-CA",20260703,201600.000000,56.000000,104.230267,111.839665,120.738436
"UBR-CA",20260703,201900.000000,56.083333,101.906100,109.618222,118.050079
"UBR-CA",20260703,202200.000000,56.166667,97.833130,105.704641,113.313201
"UBR-CA",20260703,202500.000000,56.250000,95.235171,102.174532,110.060642
"UBR-CA",20260703,202800.000000,56.333333,89.935894,97.416289,105.850471
"UBR-CA",20260703,203100.000000,56.416667,88.250213,94.552804,99.890464
"UBR-CA",20260703,203400.000000,56.500000,87.115752,91.452626,94.422504
"UBR-CA",20260703,203700.000000,56.583333,81.737574,89.134851,94.215140
"UBR-CA",20260703,204000.000000,56.666667,77.487497,85.995406,90.640569
"UBR-CA",20260703,204300.000000,56.750000,70.333326,81.194629,89.301952
"UBR-CA",20260703,204600.000000,56.833333,65.366538,75.096524,85.010785
"UBR-CA",20260703,204900.000000,56.916667,63.981012,71.936229,82.747425
"UBR-CA",20260703,205200.000000,57.000000,62.602063,70.174087,79.134777
"UBR-CA",20260703,205500.000000,57.083333,59.786606,67.365493,73.902856
"UBR-CA",20260703,205800.000000,57.166667,58.881683,65.120883,68.853052
"UBR-CA",20260703,206100.000000,57.250000,57.129298,63.327911,67.660366
"UBR-CA",20260703,206400.000000,57.333333,57.428480,60.809129,66.528221
"UBR-CA",20260703,206700.000000,57.416667,52.081659,57.605795,62.948130
"UBR-CA",20260703,207000.000000,57.500000,42.597375,55.241622,63.363905
"UBR-CA",20260703,207300.000000,57.583333,42.979776,53.378593,63.123527
"UBR-CA",20260703,207600.000000,57.666667,44.451600,50.825793,60.901402
"UBR-CA",20260703,207900.000000,57.750000,46.770843,49.602471,54.809356
"UBR-CA",20260703,208200.000000,57.833333,47.502663,49.032566,50.051197
"UBR-CA",20260703,208500.000000,57.916667,44.428071,46.170808,48.940847
"UBR-CA",20260703,208800.000000,58.000000,39.865880,43.704171,49.490760
"UBR-CA",20260703,209100.000000,58.083333,36.569831,42.658208,47.362395
"UBR-CA",20260703,209400.000000,58.166667,30.125180,37.923425,43.983910
"UBR-CA",20260703,209700.000000,58.250000,32.141932,34.369522,37.964645
"UBR-CA",20260703,210000.000000,58.333333,23.720616,31.854195,38.119120
"UBR-CA",20260703,210300.000000,58.416667,22.779202,30.612259,35.318336
"UBR-CA",20260703,210600.000000,58.500000,24.960840,29.301751,31.563462
"UBR-CA",20260703,210900.000000,58.583333,26.245701,27.841855,28.960840
"UBR-CA",20260703,211200.000000,58.666667,24.100822,25.301381,26.308601
"UBR-CA",20260703,211500.000000,58.750000,20.958005,24.354240,26.397868
"UBR-CA",20260703,211800.000000,58.833333,18.014095,20.232621,21.477354
"UBR-CA",20260703,212100.000000,58.916667,15.286728,16.776079,19.344481
"UBR-CA",20260703,212400.000000,59.000000,10.108295,12.319330,15.082582
"UBR-CA",20260703,212700.000000,59.083333,9.137947,22.180865,52.000000
"UBR-CA",20260703,213000.000000,59.166667,9.610558,23.641697,49.588078
"UBR-CA",20260703,213300.000000,59.250000,13.610558,25.238727,45.045438
"UBR-CA",20260703,213600.000000,59.333333,17.610558,25.410457,37.263040
"UBR-CA",20260703,213900.000000,59.416667,21.610558,26.543774,32.631863
"UBR-CA",20260703,214200.000000,59.500000,24.733165,26.899261,29.976065
"UBR-CA",20260703,214500.000000,59.583333,26.223199,28.278605,30.352392
"UBR-CA",20260703,214800.000000,59.666667,24.308484,29.229516,32.772878
"UBR-CA",20260703,215100.000000,59.750000,26.395902,29.774088,34.464132
"UBR-CA",20260703,215400.000000,59.833333,25.498129,30.039147,36.017215
"UBR-CA",20260703,215700.000000,59.916667,28.103257,31.995011,37.404978
"UBR-CA",20260703,216000.000000,60.000000,29.255577,32.978907,38.697938
"UBR-CA",20260703,216300.000000,60.083333,29.988800,33.052958,35.475906
"UBR-CA",20260703,216600.000000,60.166667,31.081982,34.164011,39.202867
"UBR-CA",20260703,216900.000000,60.250000,33.401338,36.874995,43.202867
"UBR-CA",20260703,217200.000000,60.333333,30.410514,37.723356,41.694863
"UBR-CA",20260703,217500.000000,60.416667,31.388353,38.473130,41.205095
"UBR-CA",20260703,217800.000000,60.500000,35.388353,40.291696,43.695471
"UBR-CA",20260703,218100.000000,60.583333,37.402682,40.434334,43.561606
"UBR-CA",20260703,218400.000000,60.666667,39.529621,40.638969,43.755691
"UBR-CA",20260703,218700.000000,60.750000,37.998162,41.770193,45.327673
"UBR-CA",20260703,219000.000000,60.833333,39.526193,42.655242,44.799438
"UBR-CA",20260703,219300.000000,60.916667,41.968311,43.211910,45.495543
"UBR-CA",20260703,219600.000000,61.000000,41.291522,44.065903,45.968311
"UBR-CA",20260703,219900.000000,61.083333,44.890724,45.584390,46.449760
"UBR-CA",20260703,220200.000000,61.166667,43.106605,45.566032,48.448784
"UBR-CA",20260703,220500.000000,61.250000,43.077406,46.558178,50.516171
"UBR-CA",20260703,220800.000000,61.333333,41.285094,48.622764,53.322889
"UBR-CA",20260703,221100.000000,61.416667,43.561696,50.080791,54.263209
"UBR-CA",20260703,221400.000000,61.500000,43.658842,49.798026,53.717172
"UBR-CA",20260703,221700.000000,61.583333,44.918549,51.405007,54.313782
"UBR-CA",20260703,222000.000000,61.666667,47.618398,52.676472,55.704568
"UBR-CA",20260703,222300.000000,61.750000,51.618398,54.747793,57.764133
"UBR-CA",20260703,222600.000000,61.833333,55.335418,56.963692,59.638556
"UBR-CA",20260703,222900.000000,61.916667,57.752995,59.245919,60.535275
"UBR-CA",20260703,223200.000000,62.000000,57.987249,60.364023,61.397585
"UBR-CA",20260703,223500.000000,62.083333,59.051298,61.857804,63.839593
"UBR-CA",20260703,223800.000000,62.166667,58.881189,63.528564,67.786165
"UBR-CA",20260703,224100.000000,62.250000,59.706998,64.106571,67.523000
"UBR-CA",20260703,224400.000000,62.333333,60.706260,64.425294,68.411537
"UBR-CA",20260703,224700.000000,62.416667,61.425303,66.142705,70.158442
"UBR-CA",20260703,225000.000000,62.500000,65.314328,67.880111,70.298955
"UBR-CA",20260703,225300.000000,62.583333,66.651115,69.682682,72.253841
"UBR-CA",20260703,225600.000000,62.666667,65.155143,70.850448,74.859198
"UBR-CA",20260703,225900.000000,62.750000,64.153130,72.075894,78.859198
"UBR-CA",20260703,226200.000000,62.833333,66.901576,72.965642,79.350896
"UBR-CA",20260703,226500.000000,62.916667,70.399252,75.211419,81.324677
"UBR-CA",20260703,226800.000000,63.000000,72.941751,77.100202,85.324677
"UBR-CA",20260703,227100.000000,63.083333,74.469173,79.333628,86.968749
"UBR-CA",20260703,227400.000000,63.166667,75.827025,81.127532,85.662689
"UBR-CA",20260703,227700.000000,63.250000,79.827025,83.140832,85.240519
"UBR-CA",20260703,228000.000000,63.333333,78.994768,84.414541,88.470887
"UBR-CA",20260703,228300.000000,63.416667,77.205572,85.369338,90.596939
"UBR-CA",20260703,228600.000000,63.500000,80.752082,88.116896,91.880672
"UBR-CA",20260703,228900.000000,63.583333,82.352107,90.567585,94.688491
"UBR-CA",20260703,229200.000000,63.666667,85.066145,92.125591,97.057223
"UBR-CA",20260703,229500.000000,63.750000,89.066145,93.627233,99.525020
"UBR-CA",20260703,229800.000000,63.833333,89.422222,94.247203,101.357145
"UBR-CA",20260703,230100.000000,63.916667,86.720678,94.529829,103.006372
"UBR-CA",20260703,230400.000000,64.000000,86.899274,95.355042,104.255641
"UBR-CA",20260703,230700.000000,64.083333,88.225410,97.472268,106.684442
"UBR-CA",20260703,231000.000000,64.166667,89.873519,98.468049,109.119582
"UBR-CA",20260703,231300.000000,64.250000,88.818092,98.347184,106.631494
"UBR-CA",20260703,231600.000000,64.333333,90.878543,100.372580,105.913443
"UBR-CA",20260703,231900.000000,64.416667,94.878543,103.211137,108.647734
"UBR-CA",20260703,232200.000000,64.500000,98.878543,104.925520,110.238619
"UBR-CA",20260703,232500.000000,64.583333,101.740804,106.098038,113.045214
"UBR-CA",20260703,232800.000000,64.666667,105.097153,109.207044,115.908458
"UBR-CA",20260703,233100.000000,64.750000,107.680492,111.000176,116.497376
"UBR-CA",20260703,233400.000000,64.833333,107.362489,111.721719,115.600020
"UBR-CA",20260703,233700.000000,64.916667,111.156755,113.779753,117.015964
"UBR-CA",20260703,234000.000000,65.000000,112.852085,116.305404,119.583804
"UBR-CA",20260703,234300.000000,65.083333,110.416948,116.592074,120.018578
"UBR-CA",20260703,234600.000000,65.166667,108.830933,117.038524,121.169784
"UBR-CA",20260703,234900.000000,65.250000,110.272043,117.276381,121.924531
"UBR-CA",20260703,235200.000000,65.333333,110.647500,117.700733,121.013533
"UBR-CA",20260703,235500.000000,65.416667,113.314561,119.524273,122.178805
"UBR-CA",20260703,235800.000000,65.500000,117.314561,121.898874,126.178805
"UBR-CA",20260703,236100.000000,65.583333,119.234970,121.929476,126.230119
"UBR-CA",20260703,236400.000000,65.666667,122.058046,123.003035,125.141096
"UBR-CA",20260703,236700.000000,65.750000,122.983451,125.407835,127.144594
"UBR-CA",20260703,237000.000000,65.833333,124.333657,127.104778,129.674953
"UBR-CA",20260703,237300.000000,65.916667,125.983723,129.356753,133.157533
"UBR-CA",20260703,237600.000000,66.000000,127.488430,130.729756,133.532887
"UBR-CA",20260703,237900.000000,66.083333,126.120102,131.957012,137.532887
"UBR-CA",20260703,238200.000000,66.166667,126.405337,133.373598,139.445061
"UBR-CA",20260703,238500.000000,66.250000,129.037214,134.578924,140.435457
"UBR-CA",20260703,238800.000000,66.333333,130.623567,135.521104,140.290096
"UBR-CA",20260703,239100.000000,66.416667,130.458725,136.360126,143.497802
"UBR-CA",20260703,239400.000000,66.500000,133.457994,138.769468,147.497802
"UBR-CA",20260703,239700.000000,66.583333,137.457994,140.510468,148.810063
"UBR-CA",20260703,240000.000000,66.666667,137.207989,142.316233,150.195372
"UBR-CA",20260703,240300.000000,66.750000,135.427627,144.194871,153.357243
"UBR-CA",20260703,240600.000000,66.833333,134.676051,146.703565,157.357243
"UBR-CA",20260703,240900.000000,66.916667,133.739064,149.176574,161.357243
"UBR-CA",20260703,241200.000000,67.000000,133.164682,150.974018,164.011967
"UBR-CA",20260703,241500.000000,67.083333,130.258200,152.412031,168.011967
"UBR-CA",20260703,241800.000000,67.166667,132.559708,154.209705,170.476727
"UBR-CA",20260703,242100.000000,67.250000,136.198069,156.790993,173.131594
"UBR-CA",20260703,242400.000000,67.333333,139.793800,158.391507,173.752805
"UBR-CA",20260703,242700.000000,67.416667,143.793800,158.924010,168.976370
"UBR-CA",20260703,243000.000000,67.500000,146.792567,160.200055,169.217364
"UBR-CA",20260703,243300.000000,67.583333,148.700529,162.434048,169.552327
"UBR-CA",20260703,243600.000000,67.666667,150.298275,164.631579,173.552327
"UBR-CA",20260703,243900.000000,67.750000,151.643772,164.773432,172.365532
"UBR-CA",20260703,244200.000000,67.833333,148.679228,164.027389,171.739279
"UBR-CA",20260703,244500.000000,67.916667,150.121835,165.482439,175.739279
"UBR-CA",20260703,244800.000000,68.000000,150.741557,166.851738,178.209050
"UBR-CA",20260703,245100.000000,68.083333,151.885474,167.486081,177.786973
"UBR-CA",20260703,245400.000000,68.166667,150.594183,168.082858,177.146348
"UBR-CA",20260703,245700.000000,68.250000,152.702392,168.208441,175.988250
"UBR-CA",20260703,246000.000000,68.333333,155.735270,169.182629,176.817240
"UBR-CA",20260703,246300.000000,68.416667,157.502468,170.667693,177.241626
"UBR-CA",20260703,246600.000000,68.500000,160.672418,172.300795,177.805755
"UBR-CA",20260703,246900.000000,68.583333,161.572969,172.284646,177.351129
"UBR-CA",20260703,247200.000000,68.666667,164.561376,173.913987,179.540074
"UBR-CA",20260703,247500.000000,68.750000,168.561376,175.378293,182.282075
"UBR-CA",20260703,247800.000000,68.833333,170.601424,175.732289,182.823088
"UBR-CA",20260703,248100.000000,68.916667,170.096531,176.208434,183.927558
"UBR-CA",20260703,248400.000000,69.000000,169.865164,177.265763,186.932521
"UBR-CA",20260703,248700.000000,69.083333,170.987665,178.081004,186.350421
"UBR-CA",20260703,249000.000000,69.166667,170.656211,178.205799,185.427190
"UBR-CA",20260703,249300.000000,69.250000,167.377626,177.272865,187.168617
"UBR-CA",20260703,249600.000000,69.333333,164.076586,178.068796,191.168617
"UBR-CA",20260703,249900.000000,69.416667,162.878909,178.736919,192.894060
"UBR-CA",20260703,250200.000000,69.500000,166.690159,179.415770,192.000894
"UBR-CA",20260703,250500.000000,69.583333,167.675501,178.692725,188.866068
"UBR-CA",20260703,250800.000000,69.666667,168.714807,178.385867,190.248930
"UBR-CA",20260703,251100.000000,69.750000,168.158786,179.218801,192.459930
"UBR-CA",20260703,251400.000000,69.833333,168.253137,179.576864,191.228252
"UBR-CA",20260703,251700.000000,69.916667,170.315678,178.986695,188.061860
"UBR-CA",20260703,252000.000000,70.000000,171.096433,178.096836,187.640569
"UBR-CA",20260703,252300.000000,70.083333,173.145269,180.313935,190.438467
"UBR-CA",20260703,252600.000000,70.166667,176.201168,183.489783,192.085959
"UBR-CA",20260703,252900.000000,70.250000,176.884115,185.463700,191.422664
"UBR-CA",20260703,253200.000000,70.333333,180.884115,187.870321,195.170678
"UBR-CA",20260703,253500.000000,70.416667,182.173674,190.285481,199.170678
"UBR-CA",20260703,253800.000000,70.500000,182.884835,192.408416,203.170678
"UBR-CA",20260703,254100.000000,70.583333,185.558562,195.033195,206.475752
"UBR-CA",20260703,254400.000000,70.666667,188.414835,197.272953,210.475752
"UBR-CA",20260703,254700.000000,70.750000,190.322606,198.605612,211.706274
"UBR-CA",20260703,255000.000000,70.833333,189.121789,197.166615,211.188823
"UBR-CA",20260703,255300.000000,70.916667,186.912915,195.646153,210.788178
"UBR-CA",20260703,255600.000000,71.000000,184.494034,190.886470,202.660776
"UBR-CA",20260703,255900.000000,71.083333,184.570228,188.038158,193.701329
"UBR-CA",20260703,256200.000000,71.166667,182.966606,184.635152,186.249358
"UBR-CA",20260703,256500.000000,71.250000,177.548534,181.283995,187.839738
"UBR-CA",20260703,256800.000000,71.333333,173.429080,177.624769,185.120225
"UBR-CA",20260703,257100.000000,71.416667,169.701496,174.606440,183.437656
"UBR-CA",20260703,257400.000000,71.500000,163.292671,171.725734,180.826439
"UBR-CA",20260703,257700.000000,71.583333,161.831927,169.445953,178.032938
"UBR-CA",20260703,258000.000000,71.666667,162.732911,167.212330,174.868313
"UBR-CA",20260703,258300.000000,71.750000,159.528713,163.353175,168.639548
"UBR-CA",20260703,258600.000000,71.833333,153.787207,159.263970,164.706587
"UBR-CA",20260703,258900.000000,71.916667,150.032784,155.492572,158.470770
"UBR-CA",20260703,259200.000000,72.000000,148.690321,153.062726,156.544288
"UBR-CA",20260703,259500.000000,72.083333,144.526772,148.462989,154.356992
"UBR-CA",20260703,259800.000000,72.166667,137.607160,142.679322,149.905751
"UBR-CA",20260703,260100.000000,72.250000,135.034682,139.855731,145.177166
"UBR-CA",20260703,260400.000000,72.333333,137.863990,138.961754,139.986590
"UBR-CA",20260703,260700.000000,72.416667,130.287665,137.184127,143.034682
"UBR-CA",20260703,261000.000000,72.500000,124.075375,134.124737,146.434427
"UBR-CA",20260703,261300.000000,72.583333,123.860076,132.719760,142.611449
"UBR-CA",20260703,261600.000000,72.666667,125.458389,130.138621,132.541712
"UBR-CA",20260703,261900.000000,72.750000,121.986426,125.660029,128.584723
"UBR-CA",20260703,262200.000000,72.833333,117.993174,122.777287,126.240101
"UBR-CA",20260703,262500.000000,72.916667,114.747584,120.048197,126.155222
"UBR-CA",20260703,262800.000000,73.000000,109.141364,115.521905,126.932209
"UBR-CA",20260703,263100.000000,73.083333,107.311538,114.281514,124.377236
"UBR-CA",20260703,263400.000000,73.166667,103.427694,111.182085,120.961673
"UBR-CA",20260703,263700.000000,73.250000,96.876891,106.012631,116.964222
"UBR-CA",20260703,264000.000000,73.333333,94.117001,103.875671,113.424058
"UBR-CA",20260703,264300.000000,73.416667,93.192575,103.191733,111.886916
"UBR-CA",20260703,264600.000000,73.500000,91.463585,100.802553,109.436372
"UBR-CA",20260703,264900.000000,73.583333,94.074366,99.330606,107.144583
"UBR-CA",20260703,265200.000000,73.666667,91.947960,96.176142,104.452016
"UBR-CA",20260703,265500.000000,73.750000,89.264690,94.601290,103.005253
"UBR-CA",20260703,265800.000000,73.833333,87.233936,90.766934,96.419081
"UBR-CA",20260703,266100.000000,73.916667,85.185620,87.819885,90.266604
"UBR-CA",20260703,266400.000000,74.000000,81.267073,85.928423,88.557323
"UBR-CA",20260703,266700.000000,74.083333,76.243968,82.988283,88.099213
"UBR-CA",20260703,267000.000000,74.166667,75.734645,79.525880,82.921646
"UBR-CA",20260703,267300.000000,74.250000,72.007063,73.611583,75.357980
"UBR-CA",20260703,267600.000000,74.333333,65.665520,68.509984,72.590395
"UBR-CA",20260703,267900.000000,74.416667,61.429725,65.119228,69.611281
"UBR-CA",20260703,268200.000000,74.500000,62.235071,63.567688,64.898127
"UBR-CA",20260703,268500.000000,74.583333,57.339315,59.955733,62.860688
"UBR-CA",20260703,268800.000000,74.666667,52.131451,55.603929,57.840612
"UBR-CA",20260703,269100.000000,74.750000,48.340325,53.595301,57.552880
"UBR-CA",20260703,269400.000000,74.833333,49.910050,51.312141,52.575554
"UBR-CA",20260703,269700.000000,74.916667,42.823363,47.651390,50.961645
"UBR-CA",20260703,270000.000000,75.000000,40.314194,45.164261,49.347751
"UBR-CA",20260703,270300.000000,75.083333,38.948981,42.736118,48.735139
"UBR-CA",20260703,270600.000000,75.166667,35.488343,40.885755,46.565515
"UBR-CA",20260703,270900.000000,75.250000,35.128339,39.301042,43.349034
"UBR-CA",20260703,271200.000000,75.333333,27.396322,34.857419,42.416801
"UBR-CA",20260703,271500.000000,75.416667,15.222392,30.215211,41.432427
"UBR-CA",20260703,271800.000000,75.500000,13.577163,26.242525,37.989762
"UBR-CA",20260703,272100.000000,75.583333,17.577163,24.247818,31.037907
"UBR-CA",20260703,272400.000000,75.666667,17.958777,23.023567,25.978471
"UBR-CA",20260703,272700.000000,75.750000,17.304759,18.190796,19.131075
"UBR-CA",20260703,273000.000000,75.833333,11.623379,24.686599,52.000000
"UBR-CA",20260703,273300.000000,75.916667,15.623379,25.317475,48.264170
"UBR-CA",20260703,273600.000000,76.000000,16.694760,25.300170,42.034653
"UBR-CA",20260703,273900.000000,76.083333,20.694760,26.604988,38.233384
"UBR-CA",20260703,274200.000000,76.166667,23.853317,27.943368,37.142927
"UBR-CA",20260703,274500.000000,76.250000,25.836017,28.425883,32.419763
"UBR-CA",20260703,274800.000000,76.333333,24.471076,28.419992,31.853317
"UBR-CA",20260703,275100.000000,76.416667,23.226776,29.211640,33.780878
"UBR-CA",20260703,275400.000000,76.500000,22.002072,28.927680,33.458397
"UBR-CA",20260703,275700.000000,76.583333,22.229818,29.946392,35.276333
"UBR-CA",20260703,276000.000000,76.666667,26.229818,31.787579,35.898703
"UBR-CA",20260703,276300.000000,76.750000,28.060248,33.587347,39.313049
"UBR-CA",20260703,276600.000000,76.833333,28.595466,33.128602,41.040418
"UBR-CA",20260703,276900.000000,76.916667,29.493992,33.739482,43.056090
"UBR-CA",20260703,277200.000000,77.000000,31.875692,35.502365,42.383101
"UBR-CA",20260703,277500.000000,77.083333,34.296634,36.764871,40.719335
"UBR-CA",20260703,277800.000000,77.166667,35.129057,37.572458,39.623947
"UBR-CA",20260703,278100.000000,77.250000,37.314264,39.711241,42.771841
"UBR-CA",20260703,278400.000000,77.333333,38.096751,41.378873,44.532087
"UBR-CA",20260703,278700.000000,77.416667,38.706594,43.014411,46.721599
"UBR-CA",20260703,279000.000000,77.500000,40.927088,44.990090,50.721599
"UBR-CA",20260703,279300.000000,77.583333,40.395384,45.413629,51.330952
"UBR-CA",20260703,279600.000000,77.666667,39.376614,45.843988,53.066928
"UBR-CA",20260703,279900.000000,77.750000,40.783976,48.291446,54.437006
"UBR-CA",20260703,280200.000000,77.833333,44.271192,50.556782,58.437006
"UBR-CA",20260703,280500.000000,77.916667,48.074400,53.043154,61.263239
"UBR-CA",20260703,280800.000000,78.000000,48.214296,52.995387,57.012925
"UBR-CA",20260703,281100.000000,78.083333,51.276393,54.247448,57.459040
"UBR-CA",20260703,281400.000000,78.166667,50.938164,54.463993,56.627548
"UBR-CA",20260703,281700.000000,78.250000,50.898767,55.132571,58.678205
"UBR-CA",20260703,282000.000000,78.333333,49.793172,56.185835,62.678205
"UBR-CA",20260703,282300.000000,78.416667,53.243813,58.262607,66.028056
"UBR-CA",20260703,282600.000000,78.500000,52.077627,59.240912,65.992851
"UBR-CA",20260703,282900.000000,78.583333,49.744685,59.631794,67.423673
"UBR-CA",20260703,283200.000000,78.666667,51.212193,60.710807,69.631227
"UBR-CA",20260703,283500.000000,78.750000,55.189253,61.980331,70.744355
"UBR-CA",20260703,283800.000000,78.833333,57.895832,63.595184,72.264301
"UBR-CA",20260703,284100.000000,78.916667,56.679205,62.172764,68.193825
"UBR-CA",20260703,284400.000000,79.000000,51.975974,58.047679,66.016507
"UBR-CA",20260703,284700.000000,79.083333,48.890132,53.639209,61.258929
"UBR-CA",20260703,285000.000000,79.166667,44.851153,49.758687,58.568851
"UBR-CA",20260703,285300.000000,79.250000,43.448724,45.802998,50.141616
"UBR-CA",20260703,285600.000000,79.333333,41.539375,41.780769,42.140564
"UBR-CA",20260703,285900.000000,79.416667,39.515233,40.654317,42.125592
"UBR-CA",20260703,286200.000000,79.500000,35.365969,37.657352,40.018257
"UBR-CA",20260703,286500.000000,79.583333,32.523777,36.052627,38.362545
"UBR-CA",20260703,286800.000000,79.666667,30.271501,35.232050,40.563883
"UBR-CA",20260703,287100.000000,79.750000,29.932525,34.492322,39.907653
"UBR-CA",20260703,287400.000000,79.833333,26.921127,31.889565,36.382920
"UBR-CA",20260703,287700.000000,79.916667,30.090375,31.837374,33.477386
"UBR-CA",20260703,288000.000000,80.000000,30.376130,33.219118,35.190850
"UBR-CA",20260703,288300.000000,80.083333,25.229886,31.322231,35.543321
"UBR-CA",20260703,288600.000000,80.166667,25.699065,29.974147,36.833646
"UBR-CA",20260703,288900.000000,80.250000,22.233848,28.217749,34.444773
"UBR-CA",20260703,289200.000000,80.333333,25.540428,26.876535,29.267384
"UBR-CA",20260703,289500.000000,80.416667,22.721938,25.039987,26.280142
"UBR-CA",20260703,289800.000000,80.500000,16.039080,23.248126,26.877737
"UBR-CA",20260703,290100.000000,80.583333,13.231657,21.280603,28.566854
"UBR-CA",20260703,290400.000000,80.666667,12.283132,19.163671,24.330757
"UBR-CA",20260703,290700.000000,80.750000,15.266714,16.669856,18.459723
"UBR-CA",20260703,291000.000000,80.833333,13.792266,24.627352,52.000000
"UBR-CA",20260703,291300.000000,80.916667,11.450377,24.489148,56.000000
"UBR-CA",20260703,291600.000000,81.000000,10.288115,24.678197,52.860898
"UBR-CA",20260703,291900.000000,81.083333,14.288115,23.801469,39.460716
"UBR-CA",20260703,292200.000000,81.166667,14.734018,22.511143,30.380882
"UBR-CA",20260703,292500.000000,81.250000,15.070537,22.098384,26.722963
"UBR-CA",20260703,292800.000000,81.333333,19.070537,23.219289,27.185189
"UBR-CA",20260703,293100.000000,81.416667,19.074522,23.316101,27.013109
"UBR-CA",20260703,293400.000000,81.500000,17.221788,22.456449,27.770595
"UBR-CA",20260703,293700.000000,81.583333,21.002079,23.750539,26.544046
"UBR-CA",20260703,294000.000000,81.666667,22.518312,25.991609,28.568260
"UBR-CA",20260703,294300.000000,81.750000,24.378399,27.836421,30.088309
"UBR-CA",20260703,294600.000000,81.833333,26.415540,30.607565,32.303629
"UBR-CA",20260703,294900.000000,81.916667,29.534775,32.716189,34.681582
"UBR-CA",20260703,295200.000000,82.000000,31.803201,32.884090,34.299083
"UBR-CA",20260703,295500.000000,82.083333,30.032709,32.021811,34.444439
"UBR-CA",20260703,295800.000000,82.166667,28.605076,31.964055,35.941550
"UBR-CA",20260703,296100.000000,82.250000,31.230550,32.665681,35.170714
"UBR-CA",20260703,296400.000000,82.333333,30.132518,34.003383,36.583521
"UBR-CA",20260703,296700.000000,82.416667,32.456956,36.654486,38.066943
"UBR-CA",20260703,297000.000000,82.500000,33.771323,37.848711,40.162353
"UBR-CA",20260703,297300.000000,82.583333,32.004666,38.204167,43.076063
"UBR-CA",20260703,297600.000000,82.666667,34.707547,40.455192,44.304875
"UBR-CA",20260703,297900.000000,82.750000,34.598724,42.705110,48.001094
"UBR-CA",20260703,298200.000000,82.833333,35.469403,44.350981,52.001094
"UBR-CA",20260703,298500.000000,82.916667,38.063837,45.346011,52.464484
"UBR-CA",20260703,298800.000000,83.000000,38.328842,45.377497,53.207612
"UBR-CA",20260703,299100.000000,83.083333,38.781651,46.057864,54.718286
"UBR-CA",20260703,299400.000000,83.166667,38.973491,46.777285,57.747566
"UBR-CA",20260703,299700.000000,83.250000,40.492404,47.529371,58.686083
"UBR-CA",20260703,300000.000000,83.333333,39.372282,47.853963,58.908564
"UBR-CA",20260703,300300.000000,83.416667,39.809015,48.301324,55.247609
"UBR-CA",20260703,300600.000000,83.500000,43.809015,49.332007,51.651576
"UBR-CA",20260703,300900.000000,83.583333,47.455634,50.466254,53.567521
"UBR-CA",20260703,301200.000000,83.666667,47.772164,50.502602,55.538248
"UBR-CA",20260703,301500.000000,83.750000,46.961328,49.355538,54.488633
"UBR-CA",20260703,301800.000000,83.833333,43.692297,48.299037,55.491604
"UBR-CA",20260703,302100.000000,83.916667,40.694485,48.543190,56.865225
"UBR-CA",20260703,302400.000000,84.000000,38.432850,49.231005,58.087755
"UBR-CA",20260703,302700.000000,84.083333,39.941435,48.853585,56.485783
"UBR-CA",20260703,303000.000000,84.166667,41.879874,48.981234,53.701299
"UBR-CA",20260703,303300.000000,84.250000,42.724976,49.638797,53.367892
"UBR-CA",20260703,303600.000000,84.333333,45.157789,50.846975,53.731058
"UBR-CA",20260703,303900.000000,84.416667,48.737982,53.788166,57.362688
"UBR-CA",20260703,304200.000000,84.500000,51.633979,55.032837,59.114397
"UBR-CA",20260703,304500.000000,84.583333,50.940918,55.981762,63.114397
"UBR-CA",20260703,304800.000000,84.666667,49.743426,56.412078,62.818008
"UBR-CA",20260703,305100.000000,84.750000,47.690802,56.418148,62.604496
"UBR-CA",20260703,305400.000000,84.833333,50.439512,57.455591,65.346297
"UBR-CA",20260703,305700.000000,84.916667,54.439512,58.173306,65.792024
"UBR-CA",20260703,306000.000000,85.000000,55.883984,58.460183,60.555922
"UBR-CA",20260703,306300.000000,85.083333,55.792194,59.061759,61.899359
"UBR-CA",20260703,306600.000000,85.166667,51.152329,59.304212,65.642975
