policy,seed,time_seconds,time_hours,minimum,mean,maximum
"UBR-CA",20260703,0.000000,0.000000,31.311692,38.513319,52.000000
"UBR-CA",20260703,300.000000,0.083333,21.227187,27.798291,37.960512
"UBR-CA",20260703,600.000000,0.166667,15.750277,21.567159,26.663642
"UBR-CA",20260703,900.000000,0.250000,16.395391,22.568633,34.194686
"UBR-CA",20260703,1200.000000,0.333333,11.681926,24.311394,52.000000
"UBR-CA",20260703,1500.000000,0.416667,7.733985,29.155922,51.425020
"UBR-CA",20260703,1800.000000,0.500000,11.427882,25.598519,52.000000
"UBR-CA",20260703,2100.000000,0.583333,6.188191,17.477380,34.066925
"UBR-CA",20260703,2400.000000,0.666667,7.889569,18.143610,35.018096
"UBR-CA",20260703,2700.000000,0.750000,6.141979,17.821060,43.297877
"UBR-CA",20260703,3000.000000,0.833333,6.850889,17.625763,44.116285
"UBR-CA",20260703,3300.000000,0.916667,6.277503,20.182234,47.182111
"UBR-CA",20260703,3600.000000,1.000000,8.488442,20.736554,51.346279
"UBR-CA",20260703,3900.000000,1.083333,9.178467,17.774028,41.480042
"UBR-CA",20260703,4200.000000,1.166667,2.230292,15.665088,31.676401
"UBR-CA",20260703,4500.000000,1.250000,5.781324,15.758334,38.775744
"UBR-CA",20260703,4800.000000,1.333333,5.134175,16.141927,30.577293
"UBR-CA",20260703,5100.000000,1.416667,4.886085,17.879996,46.557684
"UBR-CA",20260703,5400.000000,1.500000,8.231281,17.846320,37.298596
"UBR-CA",20260703,5700.000000,1.583333,6.111192,16.404920,51.169339
"UBR-CA",20260703,6000.000000,1.666667,8.210352,16.390471,39.853718
"UBR-CA",20260703,6300.000000,1.750000,6.703390,16.191889,40.696757
"UBR-CA",20260703,6600.000000,1.833333,8.984255,16.504614,44.298098
"UBR-CA",20260703,6900.000000,1.916667,10.008981,18.379216,52.000000
"UBR-CA",20260703,7200.000000,2.000000,7.727172,16.657059,38.462812
"UBR-CA",20260703,7500.000000,2.083333,7.367859,16.066405,50.808890
"UBR-CA",20260703,7800.000000,2.166667,7.475925,17.238356,50.995258
"UBR-CA",20260703,8100.000000,2.250000,2.582383,16.044447,50.798724
"UBR-CA",20260703,8400.000000,2.333333,0.364733,15.484664,36.256261
"UBR-CA",20260703,8700.000000,2.416667,4.239438,17.970955,37.623450
"UBR-CA",20260703,9000.000000,2.500000,7.870378,17.232500,43.478527
"UBR-CA",20260703,9300.000000,2.583333,6.575191,15.580616,38.278306
"UBR-CA",20260703,9600.000000,2.666667,6.833597,16.477940,46.662579
"UBR-CA",20260703,9900.000000,2.750000,4.039417,15.554087,34.357082
"UBR-CA",20260703,10200.000000,2.833333,4.570304,15.460620,33.594532
"UBR-CA",20260703,10500.000000,2.916667,5.770462,16.816741,50.680990
"UBR-CA",20260703,10800.000000,3.000000,6.884562,16.938186,45.417635
"UBR-CA",20260703,11100.000000,3.083333,6.677186,15.586627,37.967910
"UBR-CA",20260703,11400.000000,3.166667,0.124722,16.479491,51.554864
"UBR-CA",20260703,11700.000000,3.250000,4.124722,15.908279,38.222874
"UBR-CA",20260703,12000.000000,3.333333,4.501645,15.539753,46.152483
"UBR-CA",20260703,12300.000000,3.416667,2.110253,16.257351,52.000000
"UBR-CA",20260703,12600.000000,3.500000,1.765431,16.971590,37.559682
"UBR-CA",20260703,12900.000000,3.583333,5.746356,15.893449,44.592853
"UBR-CA",20260703,13200.000000,3.666667,7.305177,15.429344,50.635394
"UBR-CA",20260703,13500.000000,3.750000,0.000000,16.000248,36.665647
"UBR-CA",20260703,13800.000000,3.833333,4.000000,16.235498,26.941363
"UBR-CA",20260703,14100.000000,3.916667,7.821842,16.129088,22.040039
"UBR-CA",20260703,14400.000000,4.000000,8.322438,16.587351,23.979689
"UBR-CA",20260703,14700.000000,4.083333,6.519277,16.947468,22.271991
"UBR-CA",20260703,15000.000000,4.166667,7.817756,17.215423,24.847576
"UBR-CA",20260703,15300.000000,4.250000,8.406832,17.809785,27.467037
"UBR-CA",20260703,15600.000000,4.333333,7.418190,18.858046,26.411651
"UBR-CA",20260703,15900.000000,4.416667,6.561833,19.752296,26.969277
"UBR-CA",20260703,16200.000000,4.500000,8.050722,20.989794,28.156336
"UBR-CA",20260703,16500.000000,4.583333,8.405185,23.133357,31.605644
"UBR-CA",20260703,16800.000000,4.666667,12.274293,25.285752,34.297290
"UBR-CA",20260703,17100.000000,4.750000,16.274293,27.468756,35.106999
"UBR-CA",20260703,17400.000000,4.833333,16.161391,29.913722,37.122356
"UBR-CA",20260703,17700.000000,4.916667,12.431890,32.163244,40.006728
"UBR-CA",20260703,18000.000000,5.000000,16.431890,34.247943,43.045461
"UBR-CA",20260703,18300.000000,5.083333,20.431890,36.855516,46.617117
"UBR-CA",20260703,18600.000000,5.166667,24.431890,39.746674,48.588014
"UBR-CA",20260703,18900.000000,5.250000,28.431890,42.657396,50.516079
"UBR-CA",20260703,19200.000000,5.333333,32.431890,45.650269,54.516079
"UBR-CA",20260703,19500.000000,5.416667,36.431890,48.961139,57.724711
"UBR-CA",20260703,19800.000000,5.500000,40.431890,52.077348,61.327449
"UBR-CA",20260703,20100.000000,5.583333,44.431890,55.176128,63.357043
"UBR-CA",20260703,20400.000000,5.666667,48.431890,58.456810,66.822845
"UBR-CA",20260703,20700.000000,5.750000,51.415102,61.633578,69.977733
"UBR-CA",20260703,21000.000000,5.833333,54.066591,64.361144,72.940599
"UBR-CA",20260703,21300.000000,5.916667,56.434998,67.406844,76.940599
"UBR-CA",20260703,21600.000000,6.000000,58.000094,70.547908,79.448739
"UBR-CA",20260703,21900.000000,6.083333,60.104663,73.567393,82.538366
"UBR-CA",20260703,22200.000000,6.166667,60.147626,76.764760,86.435711
"UBR-CA",20260703,22500.000000,6.250000,62.697756,80.286358,89.802615
"UBR-CA",20260703,22800.000000,6.333333,74.221556,83.709853,92.337298
"UBR-CA",20260703,23100.000000,6.416667,77.251537,87.012082,94.950403
"UBR-CA",20260703,23400.000000,6.500000,81.251537,90.210957,98.070185
"UBR-CA",20260703,23700.000000,6.583333,83.194106,93.277722,102.070185
"UBR-CA",20260703,24000.000000,6.666667,87.194106,96.519694,106.017472
"UBR-CA",20260703,24300.000000,6.750000,91.194106,99.853469,109.545274
"UBR-CA",20260703,24600.000000,6.833333,95.194106,103.296148,113.545274
"UBR-CA",20260703,24900.000000,6.916667,98.816537,106.473438,117.545274
"UBR-CA",20260703,25200.000000,7.000000,100.230963,109.834481,121.545274
"UBR-CA",20260703,25500.000000,7.083333,104.273066,113.504441,124.834803
"UBR-CA",20260703,25800.000000,7.166667,105.647684,116.680094,125.745894
"UBR-CA",20260703,26100.000000,7.250000,107.697095,119.849448,128.750320
"UBR-CA",20260703,26400.000000,7.333333,110.339869,123.442962,132.750320
"UBR-CA",20260703,26700.000000,7.416667,113.513616,126.937722,136.348008
"UBR-CA",20260703,27000.000000,7.500000,116.615236,130.332984,139.516058
"UBR-CA",20260703,27300.000000,7.583333,120.615236,133.773594,143.018059
"UBR-CA",20260703,27600.000000,7.666667,124.451885,137.182545,146.648821
"UBR-CA",20260703,27900.000000,7.750000,128.451885,140.557958,150.648821
"UBR-CA",20260703,28200.000000,7.833333,132.451885,144.092413,154.165191
"UBR-CA",20260703,28500.000000,7.916667,136.451885,147.584795,157.203182
"UBR-CA",20260703,28800.000000,8.000000,139.633062,150.873511,161.203182
"UBR-CA",20260703,29100.000000,8.083333,143.633062,154.316942,165.203182
"UBR-CA",20260703,29400.000000,8.166667,145.901376,157.818798,169.203182
"UBR-CA",20260703,29700.000000,8.250000,149.901376,161.216687,172.825799
"UBR-CA",20260703,30000.000000,8.333333,151.993952,164.592059,175.143325
"UBR-CA",20260703,30300.000000,8.416667,155.993952,168.220898,179.143325
"UBR-CA",20260703,30600.000000,8.500000,159.993952,171.533781,183.143325
"UBR-CA",20260703,30900.000000,8.583333,160.695853,174.715459,185.233720
"UBR-CA",20260703,31200.000000,8.666667,162.651422,177.879443,188.225480
"UBR-CA",20260703,31500.000000,8.750000,166.047867,180.483192,189.919347
"UBR-CA",20260703,31800.000000,8.833333,169.306465,183.074051,193.593949
"UBR-CA",20260703,32100.000000,8.916667,173.306465,185.793580,197.593949
"UBR-CA",20260703,32400.000000,9.000000,176.089620,188.785053,200.733458
"UBR-CA",20260703,32700.000000,9.083333,176.669697,191.470147,203.589329
"UBR-CA",20260703,33000.000000,9.166667,176.928421,194.096253,203.941011
"UBR-CA",20260703,33300.000000,9.250000,180.928421,197.111837,207.685633
"UBR-CA",20260703,33600.000000,9.333333,183.775217,199.478799,210.731481
"UBR-CA",20260703,33900.000000,9.416667,187.775217,201.964023,212.587693
"UBR-CA",20260703,34200.000000,9.500000,189.766865,204.524839,216.555174
"UBR-CA",20260703,34500.000000,9.583333,193.766865,207.326263,219.326321
"UBR-CA",20260703,34800.000000,9.666667,196.791026,210.140377,222.936267
"UBR-CA",20260703,35100.000000,9.750000,200.791026,212.776083,223.877926
"UBR-CA",20260703,35400.000000,9.833333,204.791026,216.340562,227.877926
"UBR-CA",20260703,35700.000000,9.916667,208.791026,219.688884,231.877926
"UBR-CA",20260703,36000.000000,10.000000,212.691592,222.662909,233.499607
"UBR-CA",20260703,36300.000000,10.083333,214.618948,225.506113,236.304948
"UBR-CA",20260703,36600.000000,10.166667,216.004640,228.256375,239.431832
"UBR-CA",20260703,36900.000000,10.250000,219.108105,230.768073,240.081845
"UBR-CA",20260703,37200.000000,10.333333,220.139269,233.969714,244.081845
"UBR-CA",20260703,37500.000000,10.416667,224.139269,236.731723,247.277013
"UBR-CA",20260703,37800.000000,10.500000,226.125295,239.860642,249.508004
"UBR-CA",20260703,38100.000000,10.583333,229.476507,242.873918,253.236523
"UBR-CA",20260703,38400.000000,10.666667,233.476507,245.718444,257.236523
"UBR-CA",20260703,38700.000000,10.750000,236.352086,248.756377,260.468937
"UBR-CA",20260703,39000.000000,10.833333,240.352086,252.160334,263.843265
"UBR-CA",20260703,39300.000000,10.916667,244.352086,255.468967,267.599009
"UBR-CA",20260703,39600.000000,11.000000,247.075970,258.770595,271.599009
"UBR-CA",20260703,39900.000000,11.083333,248.708242,261.772225,274.709362
"UBR-CA",20260703,40200.000000,11.166667,251.336572,264.820196,278.709362
"UBR-CA",20260703,40500.000000,11.250000,255.336572,267.119663,281.666806
"UBR-CA",20260703,40800.000000,11.333333,255.316911,269.016595,282.960482
"UBR-CA",20260703,41100.000000,11.416667,257.485781,271.473996,286.960482
"UBR-CA",20260703,41400.000000,11.500000,260.685743,274.205604,288.000000
"UBR-CA",20260703,41700.000000,11.583333,263.731651,276.497942,288.000000
"UBR-CA",20260703,42000.000000,11.666667,267.731651,278.762070,288.000000
"UBR-CA",20260703,42300.000000,11.750000,271.210647,281.123838,288.000000
"UBR-CA",20260703,42600.000000,11.833333,272.659263,282.724873,288.000000
"UBR-CA",20260703,42900.000000,11.916667,272.398231,284.348024,288.000000
"UBR-CA",20260703,43200.000000,12.000000,271.292831,285.282748,288.000000
"UBR-CA",20260703,43500.000000,12.083333,275.292831,285.672320,288.000000
"UBR-CA",20260703,43800.000000,12.166667,279.292831,286.169919,288.000000
"UBR-CA",20260703,44100.000000,12.250000,280.828380,287.049373,288.000000
"UBR-CA",20260703,44400.000000,12.333333,284.548497,287.596561,288.000000
"UBR-CA",20260703,44700.000000,12.416667,284.104806,287.758007,288.000000
"UBR-CA",20260703,45000.000000,12.500000,285.776111,287.792273,288.000000
"UBR-CA",20260703,45300.000000,12.583333,283.071379,287.606298,288.000000
"UBR-CA",20260703,45600.000000,12.666667,280.371867,287.390926,288.000000
"UBR-CA",20260703,45900.000000,12.750000,282.399149,287.636379,288.000000
"UBR-CA",20260703,46200.000000,12.833333,286.399149,287.933485,288.000000
"UBR-CA",20260703,46500.000000,12.916667,288.000000,288.000000,288.000000
"UBR-CA",20260703,46800.000000,13.000000,287.004569,287.958524,288.000000
"UBR-CA",20260703,47100.000000,13.083333,287.572864,287.982203,288.000000
"UBR-CA",20260703,47400.000000,13.166667,287.969683,287.998682,288.000000
"UBR-CA",20260703,47700.000000,13.250000,288.000000,288.000000,288.000000
"UBR-CA",20260703,48000.000000,13.333333,288.000000,288.000000,288.000000
"UBR-CA",20260703,48300.000000,13.416667,288.000000,288.000000,288.000000
"UBR-CA",20260703,48600.000000,13.500000,288.000000,288.000000,288.000000
"UBR-CA",20260703,48900.000000,13.583333,288.000000,288.000000,288.000000
"UBR-CA",20260703,49200.000000,13.666667,288.000000,288.000000,288.000000
"UBR-CA",20260703,49500.000000,13.750000,288.000000,288.000000,288.000000
"UBR-CA",20260703,49800.000000,13.833333,288.000000,288.000000,288.000000
"UBR-CA",20260703,50100.000000,13.916667,288.000000,288.000000,288.000000
"UBR-CA",20260703,50400.000000,14.000000,288.000000,288.000000,288.000000
"UBR-CA",20260703,50700.000000,14.083333,288.000000,288.000000,288.000000
"UBR-CA",20260703,51000.000000,14.166667,288.000000,288.000000,288.000000
"UBR-CA",20260703,51300.000000,14.250000,288.000000,288.000000,288.000000
"UBR-CA",20260703,51600.000000,14.333333,288.000000,288.000000,288.000000
"UBR-CA",20260703,51900.000000,14.416667,288.000000,288.000000,288.000000
"UBR-CA",20260703,52200.000000,14.500000,288.000000,288.000000,288.000000
"UBR-CA",20260703,52500.000000,14.583333,288.000000,288.000000,288.000000
"UBR-CA",20260703,52800.000000,14.666667,288.000000,288.000000,288.000000
"UBR-CA",20260703,53100.000000,14.750000,288.000000,288.000000,288.000000
"UBR-CA",20260703,53400.000000,14.833333,288.000000,288.000000,288.000000
"UBR-CA",20260703,53700.000000,14.916667,288.000000,288.000000,288.000000
"UBR-CA",20260703,54000.000000,15.000000,288.000000,288.000000,288.000000
"UBR-CA",20260703,54300.000000,15.083333,287.622620,287.924524,288.000000
"UBR-CA",20260703,54600.000000,15.166667,288.000000,288.000000,288.000000
"UBR-CA",20260703,54900.000000,15.250000,288.000000,288.000000,288.000000
"UBR-CA",20260703,55200.000000,15.333333,287.207653,287.841531,288.000000
"UBR-CA",20260703,55500.000000,15.416667,288.000000,288.000000,288.000000
"UBR-CA",20260703,55800.000000,15.500000,288.000000,288.000000,288.000000
"UBR-CA",20260703,56100.000000,15.583333,288.000000,288.000000,288.000000
"UBR-CA",20260703,56400.000000,15.666667,288.000000,288.000000,288.000000
"UBR-CA",20260703,56700.000000,15.750000,288.000000,288.000000,288.000000
"UBR-CA",20260703,57000.000000,15.833333,288.000000,288.000000,288.000000
"UBR-CA",20260703,57300.000000,15.916667,288.000000,288.000000,288.000000
"UBR-CA",20260703,57600.000000,16.000000,288.000000,288.000000,288.000000
"UBR-CA",20260703,57900.000000,16.083333,288.000000,288.000000,288.000000
"UBR-CA",20260703,58200.000000,16.166667,288.000000,288.000000,288.000000
"UBR-CA",20260703,58500.000000,16.250000,288.000000,288.000000,288.000000
"UBR-CA",20260703,58800.000000,16.333333,288.000000,288.000000,288.000000
"UBR-CA",20260703,59100.000000,16.416667,288.000000,288.000000,288.000000
"UBR-CA",20260703,59400.000000,16.500000,288.000000,288.000000,288.000000
"UBR-CA",20260703,59700.000000,16.583333,288.000000,288.000000,288.000000
"UBR-CA",20260703,60000.000000,16.666667,288.000000,288.000000,288.000000
"UBR-CA",20260703,60300.000000,16.750000,288.000000,288.000000,288.000000
"UBR-CA",20260703,60600.000000,16.833333,288.000000,288.000000,288.000000
"UBR-CA",20260703,60900.000000,16.916667,288.000000,288.000000,288.000000
"UBR-CA",20260703,61200.000000,17.000000,288.000000,288.000000,288.000000
"UBR-CA",20260703,61500.000000,17.083333,288.000000,288.000000,288.000000
"UBR-CA",20260703,61800.000000,17.166667,288.000000,288.000000,288.000000
"UBR-CA",20260703,62100.000000,17.250000,287.870091,287.974018,288.000000
"UBR-CA",20260703,62400.000000,17.333333,287.857891,287.971578,288.000000
"UBR-CA",20260703,62700.000000,17.416667,288.000000,288.000000,288.000000
"UBR-CA",20260703,63000.000000,17.500000,288.000000,288.000000,288.000000
"UBR-CA",20260703,63300.000000,17.583333,288.000000,288.000000,288.000000
"UBR-CA",20260703,63600.000000,17.666667,288.000000,288.000000,288.000000
"UBR-CA",20260703,63900.000000,17.750000,288.000000,288.000000,288.000000
"UBR-CA",20260703,64200.000000,17.833333,288.000000,288.000000,288.000000
"UBR-CA",20260703,64500.000000,17.916667,288.000000,288.000000,288.000000
"UBR-CA",20260703,64800.000000,18.000000,288.000000,288.000000,288.000000
"UBR-CA",20260703,65100.000000,18.083333,288.000000,288.000000,288.000000
"UBR-CA",20260703,65400.000000,18.166667,287.033035,287.806607,288.000000
"UBR-CA",20260703,65700.000000,18.250000,287.953576,287.990715,288.000000
"UBR-CA",20260703,66000.000000,18.333333,288.000000,288.000000,288.000000
"UBR-CA",20260703,66300.000000,18.416667,285.081973,286.576416,287.981796
"UBR-CA",20260703,66600.000000,18.500000,284.867385,285.739249,286.909153
"UBR-CA",20260703,66900.000000,18.583333,285.047897,287.015966,288.000000
"UBR-CA",20260703,67200.000000,18.666667,282.404901,284.755924,288.000000
"UBR-CA",20260703,67500.000000,18.750000,278.107530,281.717550,285.418858
"UBR-CA",20260703,67800.000000,18.833333,273.700145,279.412835,282.489069
"UBR-CA",20260703,68100.000000,18.916667,269.512531,277.107468,281.065413
"UBR-CA",20260703,68400.000000,19.000000,264.815839,273.378852,277.795684
"UBR-CA",20260703,68700.000000,19.083333,260.416289,268.734719,273.279953
"UBR-CA",20260703,69000.000000,19.166667,258.763954,265.409556,269.823353
"UBR-CA",20260703,69300.000000,19.250000,254.237109,261.922072,269.050958
"UBR-CA",20260703,69600.000000,19.333333,247.025314,257.522964,268.082885
"UBR-CA",20260703,69900.000000,19.416667,239.284571,253.131903,268.695963
"UBR-CA",20260703,70200.000000,19.500000,233.657658,249.681920,266.044215
"UBR-CA",20260703,70500.000000,19.583333,230.597085,246.413383,261.543439
"UBR-CA",20260703,70800.000000,19.666667,225.880742,244.221092,258.558846
"UBR-CA",20260703,71100.000000,19.750000,224.267397,240.818944,251.149957
"UBR-CA",20260703,71400.000000,19.833333,221.407082,237.413297,247.807012
"UBR-CA",20260703,71700.000000,19.916667,220.307783,236.404771,248.776492
"UBR-CA",20260703,72000.000000,20.000000,221.591354,236.303648,250.701003
"UBR-CA",20260703,72300.000000,20.083333,216.872730,232.144020,245.569996
"UBR-CA",20260703,72600.000000,20.166667,211.256189,226.912418,237.004669
"UBR-CA",20260703,72900.000000,20.250000,208.631579,223.583171,234.506311
"UBR-CA",20260703,73200.000000,20.333333,203.616779,218.718522,230.992029
"UBR-CA",20260703,73500.000000,20.416667,203.378685,215.828713,227.552148
"UBR-CA",20260703,73800.000000,20.500000,204.631981,214.181874,224.400493
"UBR-CA",20260703,74100.000000,20.583333,204.336309,211.377307,221.166174
"UBR-CA",20260703,74400.000000,20.666667,199.391105,206.588143,214.648246
"UBR-CA",20260703,74700.000000,20.750000,195.538804,202.272330,208.990039
"UBR-CA",20260703,75000.000000,20.833333,193.054149,199.338543,204.841351
"UBR-CA",20260703,75300.000000,20.916667,191.550147,196.020082,198.351223
"UBR-CA",20260703,75600.000000,21.000000,190.243788,191.778281,193.769593
"UBR-CA",20260703,75900.000000,21.083333,182.259170,185.665051,188.812910
"UBR-CA",20260703,76200.000000,21.166667,171.994680,179.657653,186.458083
"UBR-CA",20260703,76500.000000,21.250000,167.436568,174.832323,184.155843
"UBR-CA",20260703,76800.000000,21.333333,168.200188,172.827077,181.804567
"UBR-CA",20260703,77100.000000,21.416667,166.572888,170.945093,177.761732
"UBR-CA",20260703,77400.000000,21.500000,166.128842,168.832728,173.717462
"UBR-CA",20260703,77700.000000,21.583333,164.569416,166.939746,169.928439
"UBR-CA",20260703,78000.000000,21.666667,161.051691,162.455747,164.472182
"UBR-CA",20260703,78300.000000,21.750000,155.477762,159.258609,162.506671
"UBR-CA",20260703,78600.000000,21.833333,149.021434,157.180254,163.987946
"UBR-CA",20260703,78900.000000,21.916667,148.949085,154.987178,161.593216
"UBR-CA",20260703,79200.000000,22.000000,147.274047,150.852012,157.127131
"UBR-CA",20260703,79500.000000,22.083333,144.212504,147.127523,152.668902
"UBR-CA",20260703,79800.000000,22.166667,141.444095,145.130006,149.310345
"UBR-CA",20260703,80100.000000,22.250000,135.139794,140.974797,145.277957
"UBR-CA",20260703,80400.000000,22.333333,131.763980,137.639292,140.668262
"UBR-CA",20260703,80700.000000,22.416667,125.370293,132.256681,136.698445
"UBR-CA",20260703,81000.000000,22.500000,118.691120,127.502427,135.500731
"UBR-CA",20260703,81300.000000,22.583333,114.326593,123.845925,134.336021
"UBR-CA",20260703,81600.000000,22.666667,117.852805,123.396396,131.107556
"UBR-CA",20260703,81900.000000,22.750000,116.065125,121.286187,125.940630
"UBR-CA",20260703,82200.000000,22.833333,115.410457,117.772428,119.781779
"UBR-CA",20260703,82500.000000,22.916667,110.790341,114.494174,116.489505
"UBR-CA",20260703,82800.000000,23.000000,108.313033,112.235075,114.401435
"UBR-CA",20260703,83100.000000,23.083333,107.027358,110.610331,114.574272
"UBR-CA",20260703,83400.000000,23.166667,103.124443,106.617697,113.477733
"UBR-CA",20260703,83700.000000,23.250000,99.483107,104.727128,110.844756
"UBR-CA",20260703,84000.000000,23.333333,98.003896,102.669396,106.604957
"UBR-CA",20260703,84300.000000,23.416667,95.842345,100.624202,105.377871
"UBR-CA",20260703,84600.000000,23.500000,91.716587,99.511119,106.295798
"UBR-CA",20260703,84900.000000,23.583333,85.948939,96.321740,102.146742
"UBR-CA",20260703,85200.000000,23.666667,80.905031,91.814199,99.452431
"UBR-CA",20260703,85500.000000,23.750000,81.567836,89.413256,95.613156
"UBR-CA",20260703,85800.000000,23.833333,77.906586,87.984014,97.206643
"UBR-CA",20260703,86100.000000,23.916667,75.734373,85.613647,96.074341
"UBR-CA",20260703,86400.000000,24.000000,79.232927,84.708106,94.593871
"UBR-CA",20260703,86700.000000,24.083333,80.379140,84.122852,89.677939
"UBR-CA",20260703,87000.000000,24.166667,75.844068,79.574555,86.447817
"UBR-CA",20260703,87300.000000,24.250000,71.798554,77.458720,86.651890
"UBR-CA",20260703,87600.000000,24.333333,73.728174,78.054513,85.872337
"UBR-CA",20260703,87900.000000,24.416667,71.919600,77.180113,84.062515
"UBR-CA",20260703,88200.000000,24.500000,72.791440,76.451988,78.828484
"UBR-CA",20260703,88500.000000,24.583333,72.429592,72.711850,73.224321
"UBR-CA",20260703,88800.000000,24.666667,65.900986,68.834327,71.061414
"UBR-CA",20260703,89100.000000,24.750000,62.453838,67.356697,71.861499
"UBR-CA",20260703,89400.000000,24.833333,62.360491,66.290124,71.324862
"UBR-CA",20260703,89700.000000,24.916667,59.083333,63.469061,68.041024
"UBR-CA",20260703,90000.000000,25.000000,51.416199,58.086801,62.395716
"UBR-CA",20260703,90300.000000,25.083333,52.287667,54.430986,58.600232
"UBR-CA",20260703,90600.000000,25.166667,44.813574,51.083751,55.414037
"UBR-CA",20260703,90900.000000,25.250000,45.110025,48.846989,54.792833
"UBR-CA",20260703,91200.000000,25.333333,44.986270,47.709915,51.426633
"UBR-CA",20260703,91500.000000,25.416667,42.091673,45.984846,50.794323
"UBR-CA",20260703,91800.000000,25.500000,40.263201,43.364080,47.781972
"UBR-CA",20260703,92100.000000,25.583333,42.590324,43.218708,44.363745
"UBR-CA",20260703,92400.000000,25.666667,41.605521,42.865295,44.473878
"UBR-CA",20260703,92700.000000,25.750000,38.112128,43.003718,46.687472
"UBR-CA",20260703,93000.000000,25.833333,31.335525,38.461706,42.493887
"UBR-CA",20260703,93300.000000,25.916667,30.607774,35.646881,39.191269
"UBR-CA",20260703,93600.000000,26.000000,30.995514,34.054341,37.586255
"UBR-CA",20260703,93900.000000,26.083333,25.611066,31.959503,36.872431
"UBR-CA",20260703,94200.000000,26.166667,21.357182,29.269881,34.093877
"UBR-CA",20260703,94500.000000,26.250000,24.205929,26.786484,29.997142
"UBR-CA",20260703,94800.000000,26.333333,21.663724,24.693255,27.448877
"UBR-CA",20260703,95100.000000,26.416667,15.780007,21.059349,25.062492
"UBR-CA",20260703,95400.000000,26.500000,15.839461,19.096264,21.493385
"UBR-CA",20260703,95700.000000,26.583333,17.148123,18.241487,19.733564
"UBR-CA",20260703,96000.000000,26.666667,15.389221,16.245533,17.036579
"UBR-CA",20260703,96300.000000,26.750000,12.589403,14.588514,16.020705
"UBR-CA",20260703,96600.000000,26.833333,11.283116,23.409250,52.000000
"UBR-CA",20260703,96900.000000,26.916667,9.679152,24.974780,56.000000
"UBR-CA",20260703,97200.000000,27.000000,13.465775,27.058671,54.010133
"UBR-CA",20260703,97500.000000,27.083333,17.083547,29.722767,54.784822
"UBR-CA",20260703,97800.000000,27.166667,19.165581,30.225431,49.863090
"UBR-CA",20260703,98100.000000,27.250000,21.304902,30.273093,41.902468
"UBR-CA",20260703,98400.000000,27.333333,25.304902,32.054998,39.081382
"UBR-CA",20260703,98700.000000,27.416667,29.304902,34.710205,40.487702
"UBR-CA",20260703,99000.000000,27.500000,32.617896,36.997897,43.833252
"UBR-CA",20260703,99300.000000,27.583333,34.938659,38.489727,44.744694
"UBR-CA",20260703,99600.000000,27.666667,34.245880,40.127468,46.024273
"UBR-CA",20260703,99900.000000,27.750000,33.387778,41.264065,50.024273
"UBR-CA",20260703,100200.000000,27.833333,34.020679,42.713382,53.670574
"UBR-CA",20260703,100500.000000,27.916667,38.020679,44.667500,57.074946
"UBR-CA",20260703,100800.000000,28.000000,41.756784,46.069045,56.859999
"UBR-CA",20260703,101100.000000,28.083333,43.709779,48.080705,56.539480
"UBR-CA",20260703,101400.000000,28.166667,44.409956,50.231346,60.539480
"UBR-CA",20260703,101700.000000,28.250000,45.729063,52.139614,63.091115
"UBR-CA",20260703,102000.000000,28.333333,48.441464,54.723548,66.051711
"UBR-CA",20260703,102300.000000,28.416667,50.969449,57.332320,70.051711
"UBR-CA",20260703,102600.000000,28.500000,52.518492,58.680786,69.486976
"UBR-CA",20260703,102900.000000,28.583333,51.817842,59.112519,67.497247
"UBR-CA",20260703,103200.000000,28.666667,51.990487,60.423559,71.000172
"UBR-CA",20260703,103500.000000,28.750000,51.267289,61.717823,71.349635
"UBR-CA",20260703,103800.000000,28.833333,53.256920,62.052883,71.097156
"UBR-CA",20260703,104100.000000,28.916667,56.150999,62.269897,69.147269
"UBR-CA",20260703,104400.000000,29.000000,57.571210,62.788902,65.924152
"UBR-CA",20260703,104700.000000,29.083333,57.894320,62.942108,68.230344
"UBR-CA",20260703,105000.000000,29.166667,61.894320,63.896235,65.348297
"UBR-CA",20260703,105300.000000,29.250000,62.460822,65.316615,68.702860
"UBR-CA",20260703,105600.000000,29.333333,60.840505,66.122593,72.692520
"UBR-CA",20260703,105900.000000,29.416667,57.514284,65.760833,74.031568
"UBR-CA",20260703,106200.000000,29.500000,58.073063,66.456516,73.549348
"UBR-CA",20260703,106500.000000,29.583333,62.073063,68.046683,74.402462
"UBR-CA",20260703,106800.000000,29.666667,65.008471,68.638136,74.628159
"UBR-CA",20260703,107100.000000,29.750000,64.288232,69.213945,75.843201
"UBR-CA",20260703,107400.000000,29.833333,67.340118,70.899417,77.561705
"UBR-CA",20260703,107700.000000,29.916667,70.022266,71.497894,73.234716
"UBR-CA",20260703,108000.000000,30.000000,67.986667,72.344917,75.590150
"UBR-CA",20260703,108300.000000,30.083333,68.994688,73.817698,78.311036
"UBR-CA",20260703,108600.000000,30.166667,69.620582,74.384695,79.705981
"UBR-CA",20260703,108900.000000,30.250000,68.992571,72.875855,76.366506
"UBR-CA",20260703,109200.000000,30.333333,65.752602,72.791839,77.941194
"UBR-CA",20260703,109500.000000,30.416667,68.955945,74.063794,76.350309
"UBR-CA",20260703,109800.000000,30.500000,72.955945,75.561534,77.993285
